time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ori_w,ori_x,ori_y,ori_z,angvel_x,angvel_y,angvel_z,angacc_x,angacc_y,angacc_z,alpha,drag_x,drag_y,drag_z,lift_x,lift_y,lift_z
2.68,-17.3191,-8.65953,81.1035,-8.17083,-4.08542,25.1366,2.06515,1.03258,-12.6251,0.942813,0.149066,-0.298131,0,0.138366,-0.276732,0,0.65721,-1.31442,0,0.00127833,1.22611,0.613056,-1.70273,0.012979,0.00648948,0.0116825,
2.69,-17.4006,-8.70028,81.3537,-8.15048,-4.07524,25.0104,2.0354,1.0177,-12.6194,0.942274,0.149747,-0.299493,0,0.144488,-0.288976,0,0.612239,-1.22448,0,7.75617e-05,1.22046,0.610231,-1.68833,0.000780832,0.000390416,0.000705562,
2.7,-17.4819,-8.74094,81.6025,-8.13044,-4.06522,24.8843,2.00413,1.00207,-12.6154,0.94171,0.150454,-0.300907,0,0.150127,-0.300254,0,0.563858,-1.12772,0,0.00123995,1.21486,0.607428,-1.67401,-0.012377,-0.00618851,-0.0112277,
2.71,-17.563,-8.78149,81.8501,-8.11072,-4.05536,24.7582,1.97157,0.985785,-12.6129,0.941125,0.151185,-0.302369,0,0.155252,-0.310505,0,0.512552,-1.0251,0,0.00266249,1.20929,0.604647,-1.65977,-0.0263505,-0.0131752,-0.0239983,
2.72,-17.6439,-8.82195,82.0964,-8.09134,-4.04567,24.632,1.93797,0.968985,-12.6118,0.940519,0.151936,-0.303873,0,0.15984,-0.319681,0,0.458812,-0.917623,0,0.00417777,1.20378,0.601888,-1.64561,-0.0409941,-0.020497,-0.0374842,
2.73,-17.7246,-8.86231,82.3415,-8.0723,-4.03615,24.5059,1.90357,0.951784,-12.6118,0.939895,0.152707,-0.305414,0,0.163872,-0.327743,0,0.40313,-0.806259,0,0.00577305,1.1983,0.599152,-1.63154,-0.0561625,-0.0280812,-0.0515616,
2.74,-17.8052,-8.90258,82.5853,-8.05362,-4.02681,24.3798,1.86861,0.934305,-12.6127,0.939255,0.153493,-0.306986,0,0.167332,-0.334663,0,0.345997,-0.691995,0,0.00743528,1.19288,0.596439,-1.61753,-0.0717115,-0.0358557,-0.066106,
2.75,-17.8855,-8.94275,82.8278,-8.03528,-4.01764,24.2536,1.83333,0.916665,-12.6143,0.9386,0.154292,-0.308584,0,0.170211,-0.340421,0,0.2879,-0.5758,0,0.00915116,1.1875,0.593748,-1.60361,-0.0874992,-0.0437496,-0.0809931,
2.76,-17.9657,-8.98284,83.0691,-8.01731,-4.00865,24.1275,1.79796,0.898979,-12.6164,0.937933,0.155101,-0.310202,0,0.172504,-0.345008,0,0.229313,-0.458625,0,0.0109073,1.18216,0.591081,-1.58976,-0.103387,-0.0516936,-0.0960999,
2.77,-18.0457,-9.02284,83.3091,-7.99968,-3.99984,24.0013,1.76272,0.881359,-12.6188,0.937256,0.155918,-0.311836,0,0.174211,-0.348422,0,0.170698,-0.341396,0,0.0126902,1.17687,0.588436,-1.57598,-0.119242,-0.0596209,-0.111305,
2.78,-18.1255,-9.06275,83.5478,-7.9824,-3.9912,23.8751,1.72782,0.863911,-12.6213,0.93657,0.156739,-0.313479,0,0.175336,-0.350672,0,0.112502,-0.225005,0,0.0144867,1.17163,0.585814,-1.56228,-0.134934,-0.0674671,-0.126492,
2.79,-18.2052,-9.10258,83.7853,-7.96546,-3.98273,23.7488,1.69348,0.846738,-12.6237,0.935879,0.157563,-0.315125,0,0.175887,-0.351775,0,0.0551529,-0.110306,0,0.0162835,1.16643,0.583214,-1.54866,-0.150342,-0.075171,-0.141545,
2.8,-18.2846,-9.14232,84.0215,-7.94887,-3.97443,23.6226,1.65987,0.829934,-12.6257,0.935185,0.158385,-0.316771,0,0.175878,-0.351756,0,-0.000945611,0.00189122,0,0.0180679,1.16127,0.580636,-1.5351,-0.16535,-0.082675,-0.156354,
2.81,-18.364,-9.18198,84.2565,-7.93259,-3.9663,23.4963,1.62718,0.81359,-12.6274,0.934489,0.159205,-0.31841,0,0.175324,-0.350648,0,-0.055412,0.110824,0,0.0198273,1.15616,0.578079,-1.52163,-0.17985,-0.0899252,-0.170817,
2.82,-18.4431,-9.22157,84.4902,-7.91664,-3.95832,23.37,1.59557,0.797787,-12.6284,0.933793,0.160019,-0.320037,0,0.174245,-0.34849,0,-0.107891,0.215783,0,0.0215498,1.15109,0.575544,-1.50822,-0.193743,-0.0968716,-0.184833,
2.83,-18.5221,-9.26107,84.7226,-7.90099,-3.95049,23.2437,1.5652,0.7826,-12.6287,0.933101,0.160825,-0.321649,0,0.172664,-0.345329,0,-0.158057,0.316113,0,0.0232237,1.14606,0.573029,-1.49489,-0.206937,-0.103469,-0.198311,
2.84,-18.601,-9.3005,84.9538,-7.88562,-3.94281,23.1175,1.5362,0.768099,-12.628,0.932413,0.16162,-0.32324,0,0.170608,-0.341216,0,-0.20561,0.41122,0,0.0248384,1.14107,0.570534,-1.48163,-0.219351,-0.109675,-0.211164,
2.85,-18.6797,-9.33985,85.1837,-7.87054,-3.93527,22.9912,1.50868,0.754341,-12.6263,0.931732,0.162404,-0.324807,0,0.168105,-0.336211,0,-0.250283,0.500567,0,0.0263834,1.13612,0.56806,-1.46845,-0.23091,-0.115455,-0.223314,
2.86,-18.7583,-9.37913,85.4124,-7.85571,-3.92786,22.865,1.48276,0.74138,-12.6234,0.93106,0.163173,-0.326346,0,0.165187,-0.330374,0,-0.29184,0.583681,0,0.0278493,1.13121,0.565604,-1.45535,-0.241551,-0.120776,-0.234691,
2.87,-18.8367,-9.41834,85.6398,-7.84113,-3.92056,22.7388,1.45852,0.72926,-12.6192,0.930398,0.163926,-0.327853,0,0.161886,-0.323772,0,-0.330075,0.660151,0,0.0292273,1.12633,0.563166,-1.44232,-0.251221,-0.12561,-0.245229,
2.88,-18.9149,-9.45747,85.8659,-7.82676,-3.91338,22.6126,1.43604,0.718018,-12.6137,0.929748,0.164662,-0.329324,0,0.158238,-0.316476,0,-0.364814,0.729628,0,0.0305094,1.12149,0.560747,-1.42936,-0.259872,-0.129936,-0.254874,
2.89,-18.9931,-9.49653,86.0908,-7.81261,-3.90631,22.4866,1.41536,0.707682,-12.6067,0.929112,0.165379,-0.330758,0,0.154279,-0.308558,0,-0.395914,0.791828,0,0.0316886,1.11669,0.558345,-1.41648,-0.267471,-0.133735,-0.263577,
2.9,-19.0711,-9.53553,86.3144,-7.79865,-3.89932,22.3606,1.39655,0.698273,-12.5983,0.92849,0.166076,-0.332152,0,0.150046,-0.300093,0,-0.423264,0.846527,0,0.0327584,1.11192,0.555959,-1.40368,-0.27399,-0.136995,-0.271299,
2.91,-19.1489,-9.57445,86.5367,-7.78485,-3.89242,22.2347,1.37961,0.689806,-12.5883,0.927884,0.166752,-0.333503,0,0.145578,-0.291157,0,-0.446782,0.893564,0,0.0337136,1.10718,0.553589,-1.39096,-0.279411,-0.139705,-0.278008,
2.92,-19.2266,-9.61331,86.7578,-7.7712,-3.8856,22.1089,1.36457,0.682286,-12.5766,0.927296,0.167405,-0.33481,0,0.140914,-0.281829,0,-0.466417,0.932833,0,0.0345495,1.10247,0.551234,-1.37831,-0.283725,-0.141862,-0.283678,
2.93,-19.3042,-9.6521,86.9776,-7.75769,-3.87884,21.9833,1.35143,0.675714,-12.5634,0.926725,0.168036,-0.336072,0,0.136093,-0.272186,0,-0.482146,0.964292,0,0.0352626,1.09779,0.548894,-1.36574,-0.286931,-0.143466,-0.288295,
2.94,-19.3816,-9.69082,87.1962,-7.74429,-3.87214,21.8578,1.34016,0.670082,-12.5485,0.926173,0.168643,-0.337287,0,0.131153,-0.262306,0,-0.493974,0.987947,0,0.0358502,1.09313,0.546567,-1.35326,-0.289037,-0.144518,-0.291848,
2.95,-19.4589,-9.72947,87.4135,-7.73098,-3.86549,21.7325,1.33075,0.665377,-12.532,0.925641,0.169227,-0.338455,0,0.126134,-0.252268,0,-0.501932,1.00386,0,0.0363103,1.08851,0.544254,-1.34085,-0.290056,-0.145028,-0.294336,
2.96,-19.5361,-9.76806,87.6296,-7.71775,-3.85887,21.6074,1.32316,0.661581,-12.5138,0.925127,0.169788,-0.339575,0,0.121073,-0.242146,0,-0.506076,1.01215,0,0.036642,1.08391,0.541954,-1.32852,-0.29001,-0.145005,-0.295765,
2.97,-19.6132,-9.80658,87.8444,-7.70458,-3.85229,21.4824,1.31734,0.658669,-12.494,0.924634,0.170324,-0.340648,0,0.116008,-0.232016,0,-0.506485,1.01297,0,0.0368452,1.07933,0.539666,-1.31628,-0.288928,-0.144464,-0.296146,
2.98,-19.6901,-9.84504,88.058,-7.69144,-3.84572,21.3577,1.31323,0.656613,-12.4727,0.924161,0.170837,-0.341674,0,0.110976,-0.221951,0,-0.503261,1.00652,0,0.0369205,1.07478,0.537389,-1.30412,-0.286842,-0.143421,-0.295499,
2.99,-19.7669,-9.88343,88.2703,-7.67834,-3.83917,21.2332,1.31075,0.655377,-12.4498,0.923708,0.171327,-0.342653,0,0.10601,-0.212021,0,-0.496526,0.993052,0,0.0368695,1.07025,0.535123,-1.29204,-0.283794,-0.141897,-0.293847,
3,-19.8435,-9.92176,88.4814,-7.66524,-3.83262,21.1089,1.30985,0.654924,-12.4254,0.923274,0.171794,-0.343588,0,0.101146,-0.202292,0,-0.48642,0.97284,0,0.0366945,1.06573,0.532867,-1.28004,-0.279826,-0.139913,-0.291222,
3.01,-19.92,-9.96002,88.6913,-7.65213,-3.82607,20.9849,1.31042,0.655212,-12.3996,0.922859,0.172239,-0.344477,0,0.0964151,-0.19283,0,-0.4731,0.9462,0,0.0363984,1.06124,0.530622,-1.26812,-0.274988,-0.137494,-0.287658,
3.02,-19.9964,-9.99821,88.8999,-7.63901,-3.8195,20.8612,1.3124,0.656198,-12.3725,0.922463,0.172662,-0.345325,0,0.0918477,-0.183695,0,-0.456738,0.913476,0,0.0359849,1.05677,0.528385,-1.25629,-0.269333,-0.134667,-0.283197,
3.03,-20.0727,-10.0363,89.1073,-7.62585,-3.81293,20.7378,1.31566,0.657832,-12.344,0.922085,0.173066,-0.346132,0,0.0874725,-0.174945,0,-0.43752,0.875041,0,0.0354583,1.05232,0.526158,-1.24455,-0.262918,-0.131459,-0.277884,
3.04,-20.1488,-10.0744,89.3134,-7.61265,-3.80633,20.6146,1.32013,0.660066,-12.3144,0.921724,0.17345,-0.3469,0,0.0833161,-0.166632,0,-0.415644,0.831288,0,0.0348237,1.04788,0.523939,-1.23289,-0.2558,-0.1279,-0.271768,
3.05,-20.2248,-10.1124,89.5183,-7.59939,-3.7997,20.4918,1.32569,0.662847,-12.2837,0.92138,0.173816,-0.347632,0,0.0794029,-0.158806,0,-0.391316,0.782632,0,0.0340864,1.04346,0.521729,-1.22131,-0.248042,-0.124021,-0.264901,
3.06,-20.3007,-10.1503,89.722,-7.58607,-3.79304,20.3693,1.33224,0.666122,-12.2519,0.92105,0.174165,-0.348329,0,0.0757554,-0.151511,0,-0.364752,0.729505,0,0.0332526,1.03905,0.519527,-1.20982,-0.239706,-0.119853,-0.25734,
3.07,-20.3764,-10.1882,89.9245,-7.57267,-3.78634,20.2471,1.33968,0.669838,-12.2192,0.920735,0.174498,-0.348996,0,0.0723937,-0.144787,0,-0.336175,0.672349,0,0.0323286,1.03466,0.517332,-1.19841,-0.230858,-0.115429,-0.249142,
3.08,-20.452,-10.226,90.1258,-7.5592,-3.7796,20.1252,1.34788,0.673939,-12.1857,0.920432,0.174817,-0.349634,0,0.0693356,-0.138671,0,-0.30581,0.611619,0,0.0313214,1.03029,0.515144,-1.18709,-0.221561,-0.110781,-0.240369,
3.09,-20.5274,-10.2637,90.3258,-7.54563,-3.77281,20.0037,1.35674,0.67837,-12.1515,0.920141,0.175124,-0.350247,0,0.0665967,-0.133193,0,-0.273888,0.547775,0,0.0302381,1.02593,0.512964,-1.17585,-0.211883,-0.105941,-0.231084,
3.1,-20.6028,-10.3014,90.5246,-7.53197,-3.76598,19.8826,1.36615,0.683077,-12.1167,0.919859,0.175419,-0.350838,0,0.0641903,-0.128381,0,-0.24064,0.48128,0,0.0290862,1.02158,0.51079,-1.1647,-0.201888,-0.100944,-0.22135,
3.11,-20.6779,-10.339,90.7222,-7.51821,-3.7591,19.7617,1.37601,0.688004,-12.0814,0.919587,0.175705,-0.351409,0,0.0621273,-0.124255,0,-0.206298,0.412597,0,0.0278736,1.01725,0.508623,-1.15363,-0.191641,-0.0958207,-0.211231,
3.12,-20.753,-10.3765,90.9187,-7.50435,-3.75217,19.6413,1.3862,0.693099,-12.0457,0.919321,0.175982,-0.351965,0,0.0604164,-0.120833,0,-0.171094,0.342187,0,0.0266081,1.01293,0.506463,-1.14265,-0.181207,-0.0906037,-0.200794,
3.13,-20.8279,-10.4139,91.1139,-7.49038,-3.74519,19.5212,1.39662,0.698309,-12.0097,0.919061,0.176254,-0.352508,0,0.0590638,-0.118128,0,-0.135253,0.270507,0,0.0252978,1.00862,0.50431,-1.13175,-0.170649,-0.0853244,-0.190103,
3.14,-20.9027,-10.4513,91.3079,-7.47631,-3.73815,19.4014,1.40716,0.703582,-11.9736,0.918805,0.176521,-0.353041,0,0.0580738,-0.116148,0,-0.0990017,0.198003,0,0.023951,1.00433,0.502163,-1.12094,-0.160027,-0.0800133,-0.179224,
3.15,-20.9773,-10.4886,91.5007,-7.46213,-3.73106,19.2821,1.41774,0.70887,-11.9374,0.918551,0.176785,-0.353569,0,0.0574483,-0.114897,0,-0.0625573,0.125115,0,0.0225757,1.00004,0.500022,-1.11021,-0.1494,-0.0747002,-0.16822,
3.16,-21.0518,-10.5259,91.6923,-7.44785,-3.72392,19.1631,1.42825,0.714124,-11.9012,0.918298,0.177047,-0.354094,0,0.0571869,-0.114374,0,-0.0261326,0.0522653,0,0.0211803,0.995776,0.497888,-1.09956,-0.138827,-0.0694136,-0.157155,
3.17,-21.1261,-10.563,91.8828,-7.43346,-3.71673,19.0444,1.4386,0.719299,-11.8651,0.918044,0.17731,-0.35462,0,0.0572876,-0.114575,0,0.0100673,-0.0201346,0,0.0197729,0.991521,0.49576,-1.08899,-0.128362,-0.0641808,-0.146091,
3.18,-21.2003,-10.6001,92.072,-7.41897,-3.70949,18.9261,1.44871,0.724353,-11.8293,0.917788,0.177575,-0.35515,0,0.0577461,-0.115492,0,0.0458457,-0.0916913,0,0.0183614,0.987279,0.493639,-1.07851,-0.118055,-0.0590277,-0.135086,
3.19,-21.2743,-10.6372,92.2601,-7.40439,-3.70219,18.8082,1.45849,0.729244,-11.7938,0.917528,0.177844,-0.355688,0,0.0585562,-0.117112,0,0.0810149,-0.16203,0,0.0169538,0.98305,0.491525,-1.06811,-0.107957,-0.0539787,-0.124201,
3.2,-21.3482,-10.6741,92.447,-7.38971,-3.69486,18.6906,1.46787,0.733934,-11.7588,0.917262,0.178118,-0.356235,0,0.0597102,-0.11942,0,0.115397,-0.230795,0,0.0155578,0.978835,0.489417,-1.05778,-0.0981137,-0.0490568,-0.113488,
3.21,-21.422,-10.711,92.6328,-7.37494,-3.68747,18.5733,1.47678,0.738388,-11.7242,0.91699,0.178398,-0.356797,0,0.0611984,-0.122397,0,0.148826,-0.297651,0,0.0141809,0.974633,0.487316,-1.04754,-0.0885668,-0.0442834,-0.103003,
3.22,-21.4956,-10.7478,92.8173,-7.36009,-3.68005,18.4564,1.48515,0.742574,-11.6903,0.916708,0.178687,-0.357374,0,0.0630099,-0.12602,0,0.181144,-0.362289,0,0.0128303,0.970445,0.485223,-1.03738,-0.079356,-0.039678,-0.0927947,
3.23,-21.569,-10.7845,93.0007,-7.34516,-3.67258,18.3399,1.49292,0.746462,-11.657,0.916417,0.178986,-0.357971,0,0.065132,-0.130264,0,0.212209,-0.424418,0,0.0115129,0.966272,0.483136,-1.0273,-0.0705171,-0.0352585,-0.0829103,
3.24,-21.6423,-10.8212,93.183,-7.33016,-3.66508,18.2236,1.50005,0.750025,-11.6245,0.916115,0.179295,-0.35859,0,0.0675508,-0.135102,0,0.241887,-0.483774,0,0.0102353,0.962113,0.481056,-1.01729,-0.0620824,-0.0310412,-0.0733939,
3.25,-21.7155,-10.8577,93.364,-7.3151,-3.65755,18.1077,1.50648,0.75324,-11.5927,0.9158,0.179617,-0.359234,0,0.0702514,-0.140503,0,0.270059,-0.540118,0,0.00900383,0.957969,0.478984,-1.00736,-0.0540806,-0.0270403,-0.0642864,
3.26,-21.7885,-10.8942,93.544,-7.29998,-3.64999,17.9921,1.51217,0.756086,-11.5619,0.91547,0.179952,-0.359904,0,0.0732176,-0.146435,0,0.296617,-0.593234,0,0.00782434,0.95384,0.47692,-0.997503,-0.0465369,-0.0232685,-0.0556249,
3.27,-21.8613,-10.9307,93.7227,-7.2848,-3.6424,17.8768,1.51709,0.758545,-11.5319,0.915126,0.180302,-0.360604,0,0.0764323,-0.152865,0,0.321466,-0.642933,0,0.00670231,0.949727,0.474864,-0.987723,-0.039473,-0.0197365,-0.0474432,
3.28,-21.934,-10.967,93.9003,-7.26959,-3.6348,17.7617,1.52121,0.760603,-11.503,0.914766,0.180667,-0.361335,0,0.0798775,-0.159755,0,0.344525,-0.68905,0,0.00564283,0.945631,0.472815,-0.978016,-0.0329069,-0.0164535,-0.0397716,
3.29,-22.0066,-11.0033,94.0768,-7.25435,-3.62717,17.647,1.5245,0.762248,-11.475,0.914388,0.181049,-0.362099,0,0.0835347,-0.167069,0,0.365723,-0.731446,0,0.00465054,0.941551,0.470775,-0.968383,-0.0268533,-0.0134267,-0.0326366,
3.3,-22.079,-11.0395,94.2521,-7.23908,-3.61954,17.5325,1.52694,0.76347,-11.4481,0.913992,0.181449,-0.362897,0,0.0873848,-0.17477,0,0.385004,-0.770008,0,0.00372966,0.937488,0.468744,-0.958821,-0.0213234,-0.0106617,-0.0260612,
3.31,-22.1512,-11.0756,94.4263,-7.22379,-3.6119,17.4183,1.52853,0.764264,-11.4223,0.913577,0.181866,-0.363733,0,0.091408,-0.182816,0,0.402322,-0.804644,0,0.00288393,0.933442,0.466721,-0.94933,-0.016325,-0.00816251,-0.0200647,
3.32,-22.2233,-11.1116,94.5994,-7.2085,-3.60425,17.3043,1.52925,0.764626,-11.3976,0.913142,0.182303,-0.364606,0,0.0955845,-0.191169,0,0.417645,-0.83529,0,0.00211666,0.929414,0.464707,-0.939909,-0.0118629,-0.00593144,-0.014663,
3.33,-22.2952,-11.1476,94.7713,-7.19321,-3.5966,17.1906,1.52911,0.764556,-11.374,0.912686,0.182759,-0.365518,0,0.099894,-0.199788,0,0.430952,-0.861903,0,0.00143069,0.925405,0.462703,-0.930557,-0.00793856,-0.00396928,-0.00986826,
3.34,-22.367,-11.1835,94.942,-7.17793,-3.58896,17.0771,1.52811,0.764053,-11.3516,0.912209,0.183235,-0.36647,0,0.104316,-0.208633,0,0.442232,-0.884463,0,0.000828381,0.921415,0.460707,-0.921273,-0.00455064,-0.00227532,-0.00568917,
3.35,-22.4386,-11.2193,95.1117,-7.16267,-3.58133,16.9637,1.52625,0.763124,-11.3303,0.91171,0.183731,-0.367462,0,0.108831,-0.217662,0,0.451486,-0.902973,0,0.000311647,0.917444,0.458722,-0.912056,-0.00169487,-0.000847437,-0.00213111,
3.36,-22.5101,-11.255,95.2802,-7.14743,-3.57371,16.8506,1.52355,0.761773,-11.3102,0.911188,0.184248,-0.368496,0,0.113418,-0.226837,0,0.458727,-0.917454,0,0.000118066,0.913492,0.456746,-0.902905,0.000635651,0.000317825,0.000803881,
3.37,-22.5814,-11.2907,95.4476,-7.13223,-3.56611,16.7377,1.52002,0.760009,-11.2912,0.910643,0.184786,-0.369571,0,0.118058,-0.236116,0,0.463975,-0.927951,0,0.000459762,0.909561,0.45478,-0.893818,0.00245039,0.0012252,0.00311694,
3.38,-22.6526,-11.3263,95.6138,-7.11707,-3.55854,16.625,1.51569,0.757843,-11.2733,0.910076,0.185344,-0.370688,0,0.122731,-0.245462,0,0.467262,-0.934524,0,0.000712896,0.90565,0.452825,-0.884796,0.00376117,0.00188058,0.00481227,
3.39,-22.7236,-11.3618,95.7789,-7.10197,-3.55098,16.5124,1.51057,0.755285,-11.2565,0.909484,0.185924,-0.371848,0,0.127417,-0.254834,0,0.468627,-0.937253,0,0.000877359,0.90176,0.45088,-0.875837,0.00458199,0.00229099,0.00589701,
3.4,-22.7945,-11.3972,95.9429,-7.08692,-3.54346,16.4,1.5047,0.75235,-11.2409,0.908869,0.186524,-0.373049,0,0.132098,-0.264196,0,0.468117,-0.936235,0,0.00095347,0.897891,0.448946,-0.866939,0.00492889,0.00246444,0.00638108,
3.41,-22.8652,-11.4326,96.1058,-7.07194,-3.53597,16.2878,1.49811,0.749053,-11.2264,0.90823,0.187146,-0.374291,0,0.136756,-0.273512,0,0.46579,-0.93158,0,0.000941958,0.894044,0.447022,-0.858103,0.00481975,0.00240988,0.00627703,
3.42,-22.9358,-11.4679,96.2676,-7.05703,-3.52852,16.1756,1.49082,0.745411,-11.2129,0.907568,0.187787,-0.375575,0,0.141373,-0.282746,0,0.461707,-0.923414,0,0.000843953,0.890219,0.445109,-0.849328,0.00427413,0.00213706,0.00559988,
3.43,-23.0062,-11.5031,96.4282,-7.0422,-3.5211,16.0636,1.48288,0.741441,-11.2004,0.906882,0.188449,-0.376899,0,0.145933,-0.291865,0,0.455938,-0.911875,0,0.000660966,0.886416,0.443208,-0.840612,0.00331305,0.00165653,0.00436697,
3.44,-23.0765,-11.5382,96.5877,-7.02746,-3.51373,15.9517,1.47432,0.737162,-11.1889,0.906172,0.189131,-0.378262,0,0.150418,-0.300836,0,0.448557,-0.897115,0,0.000394872,0.882635,0.441318,-0.831954,0.00195888,0.000979442,0.00259777,
3.45,-23.1466,-11.5733,96.7461,-7.01281,-3.5064,15.84,1.46519,0.732594,-11.1784,0.905438,0.189832,-0.379665,0,0.154815,-0.309629,0,0.439646,-0.879293,0,4.78899e-05,0.878878,0.439439,-0.823354,0.000235117,0.000117559,0.000313716,
3.46,-23.2166,-11.6083,96.9034,-6.99825,-3.49913,15.7283,1.45552,0.727758,-11.1688,0.904682,0.190552,-0.381105,0,0.159108,-0.318215,0,0.42929,-0.85858,0,0.000377433,0.875143,0.437572,-0.814812,-0.00183379,-0.000916897,-0.00246197,
3.47,-23.2864,-11.6432,97.0596,-6.9838,-3.4919,15.6167,1.44535,0.722675,-11.16,0.903902,0.191291,-0.382581,0,0.163283,-0.326567,0,0.417577,-0.835153,0,0.000878246,0.871432,0.435716,-0.806325,-0.0042226,-0.0021113,-0.00570444,
3.48,-23.3561,-11.678,97.2146,-6.96945,-3.48473,15.5051,1.43473,0.717366,-11.1521,0.903101,0.192046,-0.384093,0,0.167329,-0.334659,0,0.404599,-0.809199,0,0.00145141,0.867745,0.433872,-0.797895,-0.00690542,-0.00345271,-0.00938742,
3.49,-23.4257,-11.7128,97.3686,-6.95521,-3.47761,15.3937,1.42371,0.711854,-11.145,0.902277,0.192819,-0.385639,0,0.171234,-0.342468,0,0.390453,-0.780907,0,0.00209354,0.864081,0.43204,-0.789519,-0.00985591,-0.00492796,-0.0134834,
3.5,-23.4951,-11.7475,97.5214,-6.94109,-3.47055,15.2823,1.41232,0.706161,-11.1386,0.901432,0.193608,-0.387217,0,0.174986,-0.349972,0,0.375236,-0.750472,0,0.002801,0.860441,0.43022,-0.781197,-0.0130474,-0.00652371,-0.0179637,
3.51,-23.5643,-11.7822,97.6731,-6.92708,-3.46354,15.171,1.40062,0.700309,-11.1329,0.900565,0.194413,-0.388826,0,0.178577,-0.357153,0,0.359047,-0.718094,0,0.00356993,0.856825,0.428412,-0.772929,-0.0164532,-0.00822658,-0.0227988,
3.52,-23.6335,-11.8167,97.8237,-6.9132,-3.4566,15.0597,1.38864,0.694322,-11.1278,0.899679,0.195232,-0.390464,0,0.181996,-0.363993,0,0.341986,-0.683972,0,0.0043963,0.853233,0.426616,-0.764714,-0.0200463,-0.0100231,-0.0279584,
3.53,-23.7025,-11.8512,97.9732,-6.89943,-3.44972,14.9485,1.37644,0.688221,-11.1233,0.898773,0.196065,-0.39213,0,0.185238,-0.370476,0,0.324155,-0.64831,0,0.00527589,0.849665,0.424832,-0.756551,-0.0238001,-0.0119001,-0.0334117,
3.54,-23.7713,-11.8857,98.1215,-6.88579,-3.4429,14.8373,1.36405,0.682027,-11.1193,0.897848,0.196911,-0.393821,0,0.188295,-0.376589,0,0.305654,-0.611308,0,0.00620434,0.846121,0.423061,-0.748441,-0.0276882,-0.0138441,-0.0391274,
3.55,-23.84,-11.92,98.2688,-6.87228,-3.43614,14.7261,1.35153,0.675764,-11.1157,0.896905,0.197768,-0.395537,0,0.19116,-0.382321,0,0.286584,-0.573169,0,0.00717718,0.842602,0.421301,-0.740381,-0.0316846,-0.0158423,-0.0450739,
3.56,-23.9086,-11.9543,98.415,-6.85889,-3.42944,14.615,1.33891,0.669453,-11.1126,0.895945,0.198637,-0.397274,0,0.193831,-0.387662,0,0.267046,-0.534092,0,0.00818983,0.839107,0.419554,-0.732373,-0.0357636,-0.0178818,-0.0512196,
3.57,-23.9771,-11.9885,98.56,-6.84563,-3.42281,14.5039,1.32623,0.663113,-11.1099,0.894968,0.199516,-0.399032,0,0.196302,-0.392605,0,0.247137,-0.494275,0,0.00923762,0.835637,0.417818,-0.724415,-0.0399003,-0.0199502,-0.057533,
3.58,-24.0454,-12.0227,98.7039,-6.83249,-3.41625,14.3928,1.31353,0.656766,-11.1075,0.893975,0.200404,-0.400808,0,0.198572,-0.397144,0,0.226955,-0.45391,0,0.0103159,0.83219,0.416095,-0.716507,-0.0440705,-0.0220353,-0.0639825,
3.59,-24.1136,-12.0568,98.8467,-6.81948,-3.40974,14.2818,1.30086,0.650431,-11.1053,0.892967,0.2013,-0.402601,0,0.200638,-0.401276,0,0.206594,-0.413189,0,0.0114198,0.828768,0.414384,-0.708648,-0.0482508,-0.0241254,-0.070537,
3.6,-24.1817,-12.0908,98.9884,-6.8066,-3.4033,14.1707,1.28825,0.644127,-11.1033,0.891946,0.202204,-0.404408,0,0.202499,-0.404998,0,0.186148,-0.372295,0,0.0125446,0.825371,0.412685,-0.700839,-0.0524186,-0.0262093,-0.0771659,
3.61,-24.2496,-12.1248,99.129,-6.79384,-3.39692,14.0597,1.27574,0.637871,-11.1015,0.890912,0.203114,-0.406228,0,0.204156,-0.408313,0,0.165704,-0.331408,0,0.0136857,0.821997,0.410998,-0.693079,-0.0565522,-0.0282761,-0.0838391,
3.62,-24.3174,-12.1587,99.2685,-6.78121,-3.3906,13.9487,1.26336,0.63168,-11.0998,0.889865,0.204029,-0.408059,0,0.20561,-0.41122,0,0.145351,-0.290701,0,0.0148382,0.818647,0.409324,-0.685368,-0.0606311,-0.0303155,-0.0905271,
3.63,-24.3851,-12.1926,99.4069,-6.7687,-3.38435,13.8377,1.25114,0.625572,-11.0982,0.888808,0.204949,-0.409898,0,0.206861,-0.413723,0,0.12517,-0.250341,0,0.0159975,0.815322,0.407661,-0.677704,-0.0646358,-0.0323179,-0.0972013,
3.64,-24.4527,-12.2263,99.5442,-6.75631,-3.37815,13.7268,1.23912,0.61956,-11.0965,0.88774,0.205873,-0.411745,0,0.207914,-0.415828,0,0.105243,-0.210486,0,0.017159,0.81202,0.40601,-0.670089,-0.0685479,-0.034274,-0.103834,
3.65,-24.5201,-12.2601,99.6803,-6.74403,-3.37202,13.6158,1.22732,0.61366,-11.0948,0.886663,0.206799,-0.413597,0,0.20877,-0.417541,0,0.085644,-0.171288,0,0.0183182,0.808742,0.404371,-0.662522,-0.0723503,-0.0361751,-0.110398,
