time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ori_w,ori_x,ori_y,ori_z,angvel_x,angvel_y,angvel_z,angacc_x,angacc_y,angacc_z,alpha,drag_x,drag_y,drag_z,lift_x,lift_y,lift_z
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.95336e-310,0,0,0,0,0,0,
0.01,6.05884e-06,1.00981e-05,-0.000147332,0.000605884,0.00100981,-0.0147332,0.0605884,0.100981,-1.47332,1,1.51471e-05,-9.08825e-06,0,0.00302942,-0.00181765,0,0.302942,-0.181765,0,1.5708,0.036353,0.0605884,0,0,-0,2.88435e-17,
0.02,1.8144e-05,3.02401e-05,0.000391173,0.00120852,0.0020142,0.0538504,0.0602637,0.100439,6.85836,1,4.54199e-05,-2.7252e-05,-4.1359e-25,0.00605457,-0.00363274,-8.47085e-23,0.302515,-0.181509,-8.47085e-21,1.57329,0.0363384,0.0605641,0.000178496,1.52562e-06,2.5427e-06,-0.00117333,
0.03,3.61507e-05,6.02511e-05,0.00244964,0.00180066,0.00300111,0.205846,0.0592144,0.0986906,15.1996,1,9.07674e-05,-5.44605e-05,-1.03398e-24,0.0090695,-0.0054417,-8.21273e-23,0.301493,-0.180896,2.5812e-22,1.56145,0.0363253,0.0605421,-0.000652307,2.09065e-05,3.48441e-05,0.00439819,
0.04,5.99002e-05,9.98337e-05,0.00686314,0.00237495,0.00395825,0.44135,0.0574288,0.0957146,23.5504,1,0.000151197,-9.07179e-05,-1.44757e-24,0.0120858,-0.00725149,-7.15229e-23,0.301632,-0.180979,1.06043e-21,1.53528,0.036332,0.0605534,-0.00249444,0.000303653,0.000506088,0.0167083,
0.05,8.91921e-05,0.000148654,0.0144677,0.00292919,0.00488199,0.760456,0.0554241,0.0923736,31.9106,1,0.000226992,-0.000136195,-1.44757e-24,0.0151592,-0.00909551,2.56717e-22,0.307336,-0.184402,3.2824e-20,1.49484,0.0363995,0.0606658,-0.00535921,0.00139091,0.00231819,0.0356887,
0.06,0.000123904,0.000206507,0.0261002,0.00347122,0.00578537,1.16325,0.0542032,0.0903386,40.2797,1,0.000319064,-0.000191438,2.06795e-25,0.0184143,-0.0110486,-3.97962e-23,0.325512,-0.195307,-2.96513e-20,1.44046,0.0365899,0.0609832,-0.00928407,0.00410371,0.00683951,0.0610992,
0.07,0.000164129,0.000273549,0.0425984,0.00402251,0.00670418,1.64982,0.0551283,0.0918804,48.6567,1,0.00042939,-0.000257634,1.0133e-23,0.0220652,-0.0132391,1.31546e-21,0.365086,-0.219052,1.35526e-19,1.37292,0.0369853,0.0616421,-0.0143577,0.00949237,0.0158206,0.0923753,
0.08,0.000210321,0.000350535,0.0648006,0.00461917,0.00769862,2.22021,0.0596662,0.0994436,57.0395,1,0.000561515,-0.000336909,3.66027e-23,0.0264251,-0.0158551,3.00927e-21,0.435995,-0.261597,1.6938e-19,1.29371,0.0376826,0.0628044,-0.020751,0.0187278,0.0312129,0.128477,
0.09,0.000263411,0.000439019,0.0935452,0.00530903,0.00884839,2.87447,0.0689864,0.114977,65.4251,1,0.000721019,-0.000432612,3.66027e-23,0.0319008,-0.0191405,2.9816e-22,0.547569,-0.328542,-2.71111e-19,1.20516,0.038787,0.064645,-0.0287494,0.0329266,0.0548777,0.167819,
0.1,0.000324849,0.000541415,0.129671,0.00614375,0.0102396,3.61256,0.0834715,0.139119,73.8092,0.999999,0.000915852,-0.000549511,4.98376e-23,0.0389666,-0.02338,2.981e-22,0.706583,-0.42395,-5.9632e-24,1.11041,0.0404009,0.0673348,-0.038779,0.0529432,0.0882386,0.208373,
0.11,0.000397453,0.000662422,0.173161,0.00726041,0.0121007,4.34902,0.111666,0.18611,73.6457,0.999999,0.00115694,-0.000694161,-5.60415e-23,0.0482166,-0.02893,-2.1386e-20,0.924999,-0.554999,-2.16841e-18,1.01307,0.0426138,0.071023,-0.0514202,0.0791996,0.131999,0.247957,
0.12,0.000484099,0.000806831,0.223998,0.00866456,0.0144409,5.0837,0.140415,0.234024,73.4689,0.999999,0.00145623,-0.000873739,-1.8839e-22,0.0598595,-0.0359157,-1.86712e-20,1.16428,-0.69857,2.71478e-19,0.926096,0.0451708,0.0752847,-0.0656417,0.108147,0.180245,0.281144,
0.13,0.000587427,0.000979045,0.282163,0.0103328,0.0172214,5.8165,0.166829,0.278048,73.2795,0.999998,0.00182626,-0.00109576,-2.4133e-22,0.0740055,-0.0444033,-1.5957e-20,1.4146,-0.848762,2.71424e-19,0.848925,0.0480112,0.0800187,-0.0815939,0.138804,0.231341,0.308549,
0.14,0.000709594,0.00118266,0.347636,0.0122167,0.0203612,6.54728,0.188389,0.313982,73.0785,0.999996,0.00227969,-0.00136782,-3.47209e-22,0.0906869,-0.0544122,5.73025e-21,1.66814,-1.00089,2.16872e-18,0.780654,0.0510821,0.0851369,-0.099382,0.170431,0.284052,0.330938,
0.15,0.000852054,0.00142009,0.420395,0.014246,0.0237433,7.27596,0.202922,0.338203,72.8672,0.999995,0.00282906,-0.00169744,7.63075e-23,0.109875,-0.065925,8.70443e-20,1.9188,-1.15128,8.1314e-18,0.720249,0.0543396,0.090566,-0.119077,0.202485,0.337474,0.349073,
0.16,0.00101537,0.00169228,0.50042,0.0163313,0.0272188,8.00242,0.208536,0.347559,72.6464,0.999992,0.00348652,-0.00209191,4.99824e-22,0.131493,-0.0788956,7.61848e-20,2.16178,-1.29707,-1.08594e-18,0.666674,0.0577479,0.0962465,-0.140725,0.23457,0.39095,0.363641,
0.17,0.00119904,0.0019984,0.587685,0.018367,0.0306117,8.72659,0.203573,0.339288,72.4171,0.999988,0.00426364,-0.00255818,1.1351e-21,0.155425,-0.0932549,7.61696e-20,2.39321,-1.43593,-1.5237e-21,0.618968,0.0612788,0.102131,-0.164354,0.266394,0.44399,0.375223,
0.18,0.00140136,0.00233561,0.682169,0.0202326,0.0337211,9.44839,0.186561,0.310935,72.1798,0.999982,0.00517124,-0.00310275,-5.58968e-22,0.181523,-0.108914,-1.29844e-19,2.60986,-1.56592,-2.06014e-17,0.576273,0.0649102,0.108184,-0.189978,0.297725,0.496209,0.384292,
0.19,0.00161931,0.00269885,0.783847,0.0217945,0.0363241,10.1677,0.156183,0.260304,71.9351,0.999974,0.00621928,-0.00373157,-4.79413e-21,0.209613,-0.125768,-3.90027e-19,2.80891,-1.68535,-2.60183e-17,0.537844,0.0686259,0.114376,-0.217602,0.328372,0.547286,0.391225,
0.2,0.00184838,0.00308063,0.892693,0.022907,0.0381784,10.8846,0.111257,0.185429,71.6833,0.999963,0.0074167,-0.00445002,-1.58056e-20,0.239491,-0.143694,-1.32236e-18,2.98781,-1.79269,-9.32336e-17,0.503041,0.0724138,0.12069,-0.247224,0.358159,0.596932,0.396317,
0.21,0.00208252,0.00347087,1.00868,0.0234143,0.0390239,11.5988,0.0507305,0.0845509,71.4245,0.999948,0.0087713,-0.00526278,-2.59699e-20,0.270932,-0.162559,-1.51725e-18,3.14416,-1.88649,-1.94892e-17,0.471322,0.0762662,0.12711,-0.278837,0.38692,0.644867,0.399796,
0.22,0.00231403,0.00385672,1.13178,0.0231511,0.0385851,12.3104,-0.0263276,-0.0438793,71.1588,0.999928,0.0102896,-0.00617379,-3.61343e-20,0.303689,-0.182213,-1.56032e-18,3.27568,-1.96541,-4.30646e-18,0.442225,0.0801785,0.133631,-0.31243,0.414488,0.690813,0.40184,
0.23,0.00253347,0.00422245,1.26198,0.0219438,0.0365731,13.0193,-0.120722,-0.201204,70.8861,0.999902,0.011977,-0.00718618,-4.62986e-20,0.337491,-0.202494,-1.86358e-18,3.38016,-2.0281,-3.03265e-17,0.415365,0.0841492,0.140249,-0.347989,0.440689,0.734481,0.40258,
0.24,0.0027296,0.00454933,1.39923,0.0196126,0.0326876,13.7253,-0.233128,-0.388547,70.6063,0.99987,0.013837,-0.00830219,-5.30748e-20,0.372045,-0.223227,-1.16932e-18,3.45548,-2.07329,6.94262e-17,0.390414,0.0881793,0.146966,-0.385496,0.465342,0.77557,0.402119,
0.25,0.00288931,0.00481552,1.54352,0.0159718,0.0266196,14.4285,-0.364081,-0.606802,70.3192,0.999829,0.0158719,-0.00952312,-6.3239e-20,0.407041,-0.244225,-1.34256e-18,3.49956,-2.09974,-1.73238e-17,0.367098,0.0922724,0.153787,-0.424934,0.48826,0.813767,0.400532,
0.26,0.00299764,0.00499606,1.6948,0.0108321,0.0180534,15.1288,-0.513969,-0.856615,70.0245,0.999778,0.0180822,-0.0108493,-7.67913e-20,0.442145,-0.265287,-2.12292e-18,3.51042,-2.10625,-7.80357e-17,0.345187,0.0964339,0.160723,-0.466282,0.509248,0.848747,0.397875,
0.27,0.00303765,0.00506276,1.85306,0.00400186,0.00666977,15.826,-0.68302,-1.13837,69.7218,0.999715,0.0204666,-0.01228,-9.03436e-20,0.477007,-0.286204,-3.59701e-18,3.48621,-2.09173,-1.47409e-16,0.324486,0.100671,0.167786,-0.509518,0.528106,0.880176,0.394189,
0.28,0.00299054,0.00498424,2.01826,-0.00471107,-0.00785179,16.5201,-0.871294,-1.45216,69.4108,0.99964,0.0230221,-0.0138132,-1.03896e-19,0.511259,-0.306756,-3.07587e-18,3.4252,-2.05512,5.21136e-17,0.304835,0.104994,0.17499,-0.554617,0.544632,0.90772,0.389503,
0.29,0.00283557,0.00472594,2.19037,-0.0154977,-0.0258295,17.211,-1.07866,-1.79777,69.0911,0.999549,0.0257436,-0.0154461,-1.37776e-19,0.544518,-0.326711,-2.20789e-18,3.32587,-1.99552,8.67977e-17,0.2861,0.109412,0.182354,-0.601556,0.558627,0.931045,0.383838,
0.3,0.00255011,0.00425018,2.36936,-0.0285458,-0.0475763,17.8986,-1.30481,-2.17468,68.7622,0.999443,0.028624,-0.0171744,-1.51328e-19,0.576387,-0.345832,4.76881e-20,3.18694,-1.91216,2.25558e-16,0.268172,0.113939,0.189898,-0.650307,0.569897,0.949829,0.377212,
0.31,0.00210973,0.00351622,2.55519,-0.0440379,-0.0733964,18.5829,-1.54921,-2.58201,68.4237,0.999318,0.0316545,-0.0189927,-1.37775e-19,0.606461,-0.363877,2.47629e-18,3.00741,-1.80444,2.4286e-16,0.250959,0.118586,0.197644,-0.700842,0.578261,0.963768,0.369636,
0.32,0.00148824,0.0024804,2.74783,-0.0621489,-0.103582,19.2636,-1.8111,-3.01851,68.0754,0.999175,0.0348237,-0.0208942,-8.35637e-20,0.634328,-0.380597,8.20038e-18,2.78664,-1.67198,5.72409e-16,0.234392,0.12337,0.205616,-0.753133,0.583553,0.972589,0.361122,
0.33,0.000657798,0.00109633,2.94723,-0.0830442,-0.138407,19.9408,-2.08953,-3.48256,67.7168,0.999011,0.0381186,-0.0228712,-2.9353e-20,0.659572,-0.395743,1.13212e-17,2.52439,-1.51463,3.12086e-16,0.218415,0.128304,0.213841,-0.807148,0.585632,0.976054,0.351682,
0.34,-0.000410973,-0.000684955,3.15338,-0.106877,-0.178129,20.6143,-2.38329,-3.97215,67.3479,0.998827,0.0415238,-0.0249143,7.90675e-20,0.681781,-0.409068,1.65232e-17,2.2209,-1.33254,5.20191e-16,0.202986,0.133406,0.222344,-0.862856,0.584385,0.973976,0.341329,
0.35,-0.00174884,-0.00291473,3.36622,-0.133786,-0.222977,21.2839,-2.69092,-4.48486,66.9684,0.998621,0.0450221,-0.0270133,1.87487e-19,0.70055,-0.42033,1.5826e-17,1.87691,-1.12615,-6.97194e-17,0.188077,0.138691,0.231152,-0.920222,0.579735,0.966225,0.330082,
0.36,-0.00338777,-0.00564629,3.58571,-0.163894,-0.273156,21.9497,-3.01073,-5.01788,66.5784,0.998393,0.0485942,-0.0291565,4.04326e-19,0.715487,-0.429292,2.83128e-17,1.49377,-0.89626,1.24868e-15,0.173671,0.144176,0.240294,-0.979213,0.571645,0.952742,0.317965,
0.37,-0.00536079,-0.00893464,3.81183,-0.197301,-0.328836,22.6115,-3.34078,-5.56797,66.1779,0.998144,0.052219,-0.0313314,6.0761e-19,0.726222,-0.435733,3.66338e-17,1.07342,-0.644053,8.32101e-16,0.159759,0.149878,0.249797,-1.03979,0.560128,0.933546,0.305012,
0.38,-0.00770169,-0.0128362,4.04452,-0.234091,-0.390151,23.2692,-3.67892,-6.13154,65.7674,0.997875,0.0558738,-0.0335243,9.5997e-19,0.732407,-0.439444,5.70962e-17,0.618503,-0.371102,2.04624e-15,0.146343,0.155813,0.259689,-1.10192,0.545249,0.908748,0.291263,
0.39,-0.0104449,-0.0174081,4.28375,-0.274318,-0.457197,23.9227,-4.02274,-6.70456,65.3474,0.997587,0.0595341,-0.0357205,1.36654e-18,0.73373,-0.440238,7.20034e-17,0.132336,-0.0794017,1.49072e-15,0.133431,0.161997,0.269996,-1.16557,0.52713,0.87855,0.276774,
0.4,-0.013625,-0.0227084,4.52946,-0.318014,-0.530023,24.5718,-4.36961,-7.28269,64.9184,0.997282,0.0631744,-0.0379046,1.7731e-18,0.72992,-0.437952,6.99074e-17,-0.381039,0.228624,-2.09607e-16,0.121039,0.168445,0.280742,-1.23069,0.505957,0.843262,0.261614,
0.41,-0.0172768,-0.0287947,4.78163,-0.365182,-0.608636,25.2167,-4.71675,-7.86124,64.4815,0.996964,0.0667678,-0.0400607,2.26098e-18,0.720751,-0.432451,7.75262e-17,-0.916864,0.550119,7.6188e-16,0.109188,0.17517,0.291951,-1.29724,0.48198,0.8033,0.24587,
0.42,-0.0214348,-0.0357246,5.0402,-0.415793,-0.692988,25.857,-5.06115,-8.43525,64.0378,0.996635,0.0702867,-0.042172,2.83016e-18,0.706054,-0.423633,9.69396e-17,-1.46967,0.881803,1.94134e-15,0.0979031,0.182186,0.303643,-1.36519,0.455514,0.759191,0.229646,
0.43,-0.0261327,-0.0435544,5.30513,-0.46979,-0.782983,26.4929,-5.3997,-8.9995,63.5886,0.996299,0.0737032,-0.0442219,3.48066e-18,0.685721,-0.411433,1.0941e-16,-2.03331,1.21999,1.24706e-15,0.0872133,0.189502,0.315837,-1.4345,0.426943,0.711571,0.213068,
0.44,-0.0314035,-0.0523391,5.57637,-0.527082,-0.878469,27.1243,-5.72915,-9.54859,63.1353,0.995961,0.076989,-0.0461934,4.04984e-18,0.659711,-0.395827,9.48166e-17,-2.60101,1.56061,-1.45936e-15,0.0771502,0.197127,0.328546,-1.50513,0.396713,0.661188,0.196285,
0.45,-0.0372789,-0.0621315,5.85388,-0.587544,-0.979239,27.7511,-6.0462,-10.077,62.6798,0.995626,0.0801161,-0.0480697,4.75455e-18,0.628057,-0.376834,1.23941e-16,-3.16542,1.89925,2.91244e-15,0.0677468,0.205069,0.341781,-1.57704,0.365335,0.608892,0.179467,
0.46,-0.0437891,-0.0729818,6.13762,-0.651019,-1.08503,28.3733,-6.3475,-10.5792,62.2238,0.995298,0.0830571,-0.0498342,5.54056e-18,0.59087,-0.354522,1.34325e-16,-3.71869,2.23121,1.03836e-15,0.0590367,0.21333,0.355549,-1.65019,0.333377,0.555629,0.162813,
0.47,-0.0509623,-0.0849371,6.42753,-0.717316,-1.19553,28.991,-6.6297,-11.0495,61.7693,0.994983,0.0857855,-0.0514713,6.57053e-18,0.548344,-0.329007,1.67604e-16,-4.25258,2.55155,3.32798e-15,0.0510525,0.221911,0.369852,-1.72455,0.301459,0.502431,0.146544,
0.48,-0.0588244,-0.0980406,6.72357,-0.786211,-1.31035,29.6042,-6.88955,-11.4826,61.3185,0.994687,0.0882763,-0.0529658,7.6547e-18,0.500758,-0.300455,1.81449e-16,-4.75857,2.85514,1.38443e-15,0.0438256,0.230811,0.384686,-1.80008,0.270242,0.450404,0.130905,
0.49,-0.0673989,-0.112331,7.0257,-0.85745,-1.42908,30.2129,-7.12386,-11.8731,60.8732,0.994414,0.0905065,-0.0543039,8.8473e-18,0.448479,-0.269087,1.98066e-16,-5.22798,3.13679,1.66171e-15,0.0373843,0.240026,0.400043,-1.87675,0.240426,0.40071,0.116163,
0.5,-0.0767063,-0.127844,7.33387,-0.930746,-1.55124,30.8173,-7.32962,-12.216,60.4358,0.99417,0.0924551,-0.0554731,1.02296e-17,0.391958,-0.235175,2.26476e-16,-5.65209,3.39125,2.84099e-15,0.0317534,0.249545,0.415909,-1.95453,0.212731,0.354551,0.102606,
0.51,-0.0867113,-0.144519,7.64758,-1.0005,-1.6675,31.3706,-6.97554,-11.6259,55.3277,0.993957,0.0941302,-0.0564781,1.16662e-17,0.33702,-0.202212,2.36145e-16,-5.4938,3.29628,9.66916e-16,0.0269527,0.259359,0.432265,-2.03339,0.18789,0.31315,0.0905358,
0.52,-0.0973737,-0.162289,7.96631,-1.06623,-1.77706,31.873,-6.57332,-10.9555,50.2484,0.993773,0.0955434,-0.057326,1.3035e-17,0.284378,-0.170627,2.26383e-16,-5.26422,3.15853,-9.76168e-16,0.0229749,0.268697,0.447829,-2.10703,0.165982,0.276637,0.0799632,
0.53,-0.108649,-0.181081,8.28956,-1.12752,-1.87919,32.325,-6.12824,-10.2137,45.1967,0.99362,0.0967095,-0.0580257,1.43496e-17,0.234717,-0.14083,2.2495e-16,-4.96605,2.97963,-1.43306e-16,0.0197535,0.277493,0.462489,-2.17512,0.147335,0.245558,0.0710087,
0.54,-0.120489,-0.200814,8.61683,-1.18397,-1.97329,32.7267,-5.64574,-9.40957,40.1715,0.993495,0.0976469,-0.0585881,1.55015e-17,0.188684,-0.113211,1.90904e-16,-4.60328,2.76197,-3.40456e-15,0.0172215,0.285684,0.476141,-2.23736,0.132133,0.220221,0.0637378,
0.55,-0.132841,-0.221402,8.94761,-1.23529,-2.05881,33.0784,-5.13132,-8.5522,35.1711,0.993397,0.0983764,-0.0590259,1.66196e-17,0.146874,-0.0881241,1.87397e-16,-4.18107,2.50864,-3.50763e-16,0.0153099,0.293212,0.488686,-2.29348,0.120417,0.200696,0.0581584,
0.56,-0.145653,-0.242756,9.28141,-1.28119,-2.13532,33.3804,-4.59039,-7.65065,30.1937,0.993324,0.0989219,-0.0593531,1.76699e-17,0.109817,-0.0658905,1.74869e-16,-3.70561,2.22336,-1.25275e-15,0.0139484,0.300024,0.50004,-2.34325,0.112092,0.18682,0.0542187,
0.57,-0.158868,-0.26478,9.61774,-1.32147,-2.20246,33.6327,-4.02821,-6.71368,25.2376,0.993271,0.0993092,-0.0595855,1.86254e-17,0.0779782,-0.0467869,1.54712e-16,-3.18393,1.91036,-2.01578e-15,0.0130649,0.306074,0.510124,-2.38646,0.10693,0.178216,0.0518095,
0.58,-0.172428,-0.28738,9.9561,-1.35597,-2.25995,33.8358,-3.44974,-5.74956,20.3008,0.993236,0.0995661,-0.0597397,1.95232e-17,0.051741,-0.0310446,1.46354e-16,-2.62372,1.57423,-8.35761e-16,0.012586,0.311323,0.518872,-2.42294,0.104586,0.174311,0.050767,
0.59,-0.186273,-0.310456,10.296,-1.38457,-2.30761,33.9896,-2.85955,-4.76591,15.3816,0.993215,0.0997221,-0.0598333,2.0377e-17,0.0314103,-0.0188462,1.3661e-16,-2.03307,1.21984,-9.74372e-16,0.0124375,0.315739,0.526231,-2.45255,0.104616,0.174359,0.0508793,
0.6,-0.200345,-0.333909,10.6369,-1.40718,-2.34531,34.0944,-2.26173,-3.76954,10.4783,0.993203,0.0998076,-0.0598845,2.13536e-17,0.0172078,-0.0103247,1.574e-16,-1.42025,0.852152,2.07894e-15,0.0125443,0.319294,0.532157,-2.4752,0.106488,0.17748,0.0518942,
0.61,-0.214641,-0.357735,10.9789,-1.42959,-2.38265,34.1977,-2.24041,-3.73401,10.338,0.993201,0.0998248,-0.0598949,2.23587e-17,0.00346716,-0.0020803,1.62225e-16,-1.37406,0.824437,4.82575e-16,0.0128317,0.32197,0.536616,-2.49079,0.109613,0.182689,0.0535277,
0.62,-0.229159,-0.381931,11.3219,-1.45174,-2.41956,34.2997,-2.21485,-3.69141,10.2001,0.993207,0.0997768,-0.0598661,2.34234e-17,-0.00966159,0.00579695,1.72601e-16,-1.31288,0.787725,1.03759e-15,0.0132745,0.324627,0.541046,-2.50622,0.114098,0.190163,0.0558316,
0.63,-0.243894,-0.406491,11.6659,-1.47359,-2.45598,34.4004,-2.18526,-3.64209,10.0644,0.993222,0.0996674,-0.0598004,2.43145e-17,-0.0220353,0.0132212,1.42729e-16,-1.23737,0.742422,-2.98718e-15,0.0138633,0.327263,0.545438,-2.52149,0.119884,0.199807,0.0587809,
0.64,-0.258846,-0.431409,12.0109,-1.49511,-2.49185,34.4997,-2.1519,-3.58651,9.93076,0.993245,0.0995009,-0.0597005,2.52004e-17,-0.0335192,0.0201115,1.40619e-16,-1.14839,0.689034,-2.11021e-16,0.0145872,0.329873,0.549789,-2.53661,0.126898,0.211497,0.0623425,
0.65,-0.274008,-0.45668,12.3569,-1.51626,-2.5271,34.5977,-2.11509,-3.52516,9.79908,0.993275,0.0992824,-0.0595695,2.59391e-17,-0.0439886,0.0263931,1.15611e-16,-1.04694,0.628163,-2.50081e-15,0.0154337,0.332455,0.554092,-2.55157,0.135052,0.225086,0.0664754,
0.66,-0.289378,-0.482297,12.7038,-1.53701,-2.56168,34.6944,-2.07517,-3.45862,9.6692,0.993311,0.0990176,-0.0594106,2.65388e-17,-0.0533303,0.0319982,9.33835e-17,-0.93417,0.560502,-2.22276e-15,0.0163892,0.335006,0.558343,-2.56638,0.144242,0.240403,0.0711311,
0.67,-0.304952,-0.508253,13.0517,-1.55734,-2.59556,34.7898,-2.03251,-3.38751,9.54092,0.993352,0.0987124,-0.0592274,2.69148e-17,-0.061444,0.0368664,5.4507e-17,-0.811376,0.486826,-3.88765e-15,0.017439,0.337522,0.562537,-2.58102,0.154353,0.257256,0.0762541,
0.68,-0.320724,-0.534539,13.4006,-1.57721,-2.62868,34.8839,-1.98752,-3.31253,9.41406,0.993398,0.0983735,-0.0590241,2.71723e-17,-0.0682438,0.0409463,3.29855e-17,-0.679973,0.407984,-2.15215e-15,0.0185674,0.340002,0.566671,-2.59551,0.165259,0.275431,0.0817824,
0.69,-0.33669,-0.56115,13.7503,-1.59662,-2.66103,34.9768,-1.94063,-3.23439,9.28842,0.993447,0.0980076,-0.0588046,2.72469e-17,-0.0736586,0.0441952,1.75392e-18,-0.541483,0.32489,-3.12316e-15,0.0197579,0.342444,0.570739,-2.60984,0.17682,0.2947,0.0876483,
0.7,-0.352845,-0.588075,14.101,-1.61554,-2.69257,35.0684,-1.89231,-3.15384,9.16376,0.993498,0.097622,-0.0585732,2.71046e-17,-0.0776337,0.0465802,-3.64104e-17,-0.397515,0.238509,-3.81643e-15,0.0209935,0.344844,0.574741,-2.62401,0.188892,0.314819,0.0937794,
0.71,-0.369185,-0.615308,14.4526,-1.63397,-2.72328,35.1588,-1.843,-3.07167,9.03987,0.993552,0.0972239,-0.0583343,2.68335e-17,-0.0801312,0.0480787,-5.79136e-17,-0.249751,0.149851,-2.15033e-15,0.0222568,0.347203,0.578672,-2.63802,0.20132,0.335534,0.100099,
0.72,-0.385704,-0.64284,14.8051,-1.6519,-2.75317,35.248,-1.7932,-2.98867,8.91651,0.993605,0.0968208,-0.0580925,2.6471e-17,-0.0811305,0.0486783,-7.31676e-17,-0.099921,0.0599526,-1.5254e-15,0.0235302,0.349518,0.58253,-2.65186,0.213947,0.356579,0.106528,
0.73,-0.402397,-0.670662,15.1585,-1.66934,-2.78223,35.3359,-1.74339,-2.90565,8.79346,0.993658,0.0964203,-0.0578522,2.59458e-17,-0.0806283,0.048377,-1.05072e-16,0.0502159,-0.0301296,-3.19043e-15,0.0247961,0.351789,0.586316,-2.66555,0.226612,0.377686,0.112983,
0.74,-0.41926,-0.698767,15.5127,-1.68628,-2.81046,35.4226,-1.69403,-2.82339,8.67049,0.993709,0.0960296,-0.0576177,2.52512e-17,-0.0786394,0.0471836,-1.34194e-16,0.198894,-0.119336,-2.91223e-15,0.0260372,0.354016,0.590027,-2.67907,0.239151,0.398585,0.119384,
0.75,-0.436287,-0.727146,15.8678,-1.70273,-2.83789,35.5081,-1.64561,-2.74269,8.54738,0.993758,0.0956559,-0.0573936,2.43568e-17,-0.0751957,0.0451174,-1.7025e-16,0.344361,-0.206617,-3.60554e-15,0.0272365,0.356198,0.593663,-2.69243,0.251403,0.419006,0.125648,
0.76,-0.453475,-0.755791,16.2237,-1.71872,-2.86453,35.5924,-1.59858,-2.6643,8.4239,0.993804,0.0953064,-0.0571838,2.32387e-17,-0.0703467,0.042208,-2.07686e-16,0.484904,-0.290943,-3.7436e-15,0.0283777,0.358336,0.597226,-2.70562,0.26321,0.438683,0.131693,
0.77,-0.470817,-0.784695,16.5804,-1.73425,-2.89042,35.6754,-1.55338,-2.58896,8.29986,0.993846,0.0949876,-0.0569925,2.19309e-17,-0.064158,0.0384948,-2.40951e-16,0.618865,-0.371319,-3.32652e-15,0.0294454,0.36043,0.600716,-2.71865,0.274416,0.457361,0.13744,
0.78,-0.488311,-0.813851,16.938,-1.74936,-2.91559,35.7571,-1.51041,-2.51735,8.17506,0.993882,0.0947058,-0.0568235,2.0535e-17,-0.0567114,0.0340268,-2.56168e-16,0.744667,-0.4468,-1.52174e-15,0.030425,0.362481,0.604135,-2.73151,0.284876,0.474793,0.142815,
0.79,-0.505951,-0.843252,17.2964,-1.76406,-2.94009,35.8376,-1.47007,-2.45012,8.04931,0.993913,0.0944667,-0.05668,1.88426e-17,-0.0481031,0.0288619,-3.08853e-16,0.860829,-0.516497,-5.26844e-15,0.0313032,0.364491,0.607486,-2.74419,0.29445,0.490749,0.147747,
0.8,-0.523735,-0.872892,17.6556,-1.77838,-2.96397,35.9168,-1.4327,-2.38784,7.92247,0.993938,0.0942757,-0.0565654,1.71316e-17,-0.0384432,0.0230659,-3.11566e-16,0.96599,-0.579594,-2.71379e-16,0.0320681,0.366462,0.61077,-2.75671,0.30301,0.505016,0.152171,
0.81,-0.541659,-0.902765,18.0155,-1.79237,-2.98728,35.9948,-1.39862,-2.33104,7.79437,0.993956,0.0941372,-0.0564823,1.51851e-17,-0.027854,0.0167124,-3.5175e-16,1.05892,-0.635353,-4.01833e-15,0.0327089,0.368395,0.613991,-2.76905,0.31044,0.5174,0.156026,
0.82,-0.559719,-0.932865,18.3762,-1.80605,-3.01008,36.0714,-1.36809,-2.28015,7.66491,0.993966,0.0940554,-0.0564332,1.32005e-17,-0.0164685,0.00988112,-3.5723e-16,1.13855,-0.683127,-5.48077e-16,0.0332168,0.370292,0.617154,-2.78121,0.316638,0.527729,0.159261,
0.83,-0.577914,-0.96319,18.7377,-1.81946,-3.03244,36.1468,-1.34134,-2.23557,7.53398,0.993969,0.0940334,-0.05642,1.11126e-17,-0.00442904,0.00265743,-3.76588e-16,1.20395,-0.722369,-1.93575e-15,0.0335844,0.372157,0.620262,-2.7932,0.321516,0.53586,0.161832,
0.84,-0.59624,-0.993734,19.0999,-1.83265,-3.05442,36.2208,-1.31854,-2.19757,7.40149,0.993964,0.0940737,-0.0564442,8.89418e-18,0.00811488,-0.00486893,-3.98717e-16,1.25439,-0.752635,-2.21291e-15,0.0338061,0.373992,0.62332,-2.805,0.325003,0.541672,0.163702,
0.85,-0.614697,-1.02449,19.4628,-1.84565,-3.07608,36.2934,-1.29982,-2.16637,7.26738,0.99395,0.0941781,-0.0565069,6.56315e-18,0.0210081,-0.0126049,-4.18066e-16,1.28932,-0.773593,-1.93492e-15,0.0338782,0.375799,0.626332,-2.81662,0.327045,0.545075,0.164843,
0.86,-0.633282,-1.05547,19.8265,-1.8585,-3.0975,36.3648,-1.28525,-2.14209,7.13163,0.993929,0.0943475,-0.0566085,4.14064e-18,0.0340919,-0.0204551,-4.34636e-16,1.30838,-0.785027,-1.65697e-15,0.0337989,0.377582,0.629304,-2.82806,0.327605,0.546008,0.165238,
