time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,ori_w,ori_x,ori_y,ori_z,angvel_x,angvel_y,angvel_z,angacc_x,angacc_y,angacc_z,alpha,drag_x,drag_y,drag_z,lift_x,lift_y,lift_z
5.33,-11.3742,-18.957,116.883,-1.89775,-3.16292,-1.09326,0.151893,0.253154,-9.57727,0.699561,0.612741,-0.367645,2.55233e-17,0.913464,-0.548078,-1.34541e-15,0.61297,-0.367782,1.02118e-14,0.0937937,0.0974833,0.162472,0.0198475,-0.00634776,-0.0105796,0.117782,
5.34,-11.3931,-18.9886,116.871,-1.89624,-3.1604,-1.18901,0.151028,0.251713,-9.57538,0.69572,0.615949,-0.369569,2.16198e-17,0.919558,-0.551735,-1.28044e-15,0.609487,-0.365692,6.49743e-15,0.0931138,0.0975296,0.162549,0.0217702,-0.00691281,-0.0115214,0.116994,
5.35,-11.4121,-19.0201,116.858,-1.89474,-3.1579,-1.28475,0.150204,0.25034,-9.57365,0.691833,0.619159,-0.371496,1.815e-17,0.925615,-0.555369,-1.19432e-15,0.605687,-0.363412,8.61249e-15,0.0923441,0.0975858,0.162643,0.023698,-0.00746344,-0.0124391,0.116105,
5.36,-11.431,-19.0517,116.845,-1.89324,-3.1554,-1.38047,0.149423,0.249039,-9.57208,0.6879,0.622373,-0.373424,1.5114e-17,0.931631,-0.558979,-1.08687e-15,0.60156,-0.360936,1.07445e-14,0.0914831,0.097652,0.162753,0.0256313,-0.0079979,-0.0133298,0.115113,
5.37,-11.4499,-19.0832,116.83,-1.89176,-3.15293,-1.47618,0.148689,0.247815,-9.57067,0.683922,0.625588,-0.375353,1.22948e-17,0.937602,-0.562561,-1.0216e-15,0.597097,-0.358258,6.52695e-15,0.0905296,0.097728,0.16288,0.0275708,-0.00851442,-0.0141907,0.114015,
5.38,-11.4688,-19.1147,116.814,-1.89028,-3.15046,-1.57187,0.148004,0.246674,-9.56944,0.679898,0.628805,-0.377283,9.90939e-18,0.943525,-0.566115,-9.29456e-16,0.592288,-0.355373,9.21447e-15,0.0894824,0.0978137,0.163023,0.0295171,-0.00901117,-0.0150186,0.112809,
5.39,-11.4877,-19.1462,116.797,-1.8888,-3.148,-1.66756,0.147372,0.245619,-9.56838,0.675828,0.632023,-0.379214,7.524e-18,0.949396,-0.569638,-8.61096e-16,0.587124,-0.352274,6.83605e-15,0.0883404,0.0979092,0.163182,0.0314708,-0.00948627,-0.0158105,0.111493,
5.4,-11.5066,-19.1777,116.78,-1.88733,-3.14556,-1.76323,0.146794,0.244657,-9.56749,0.671712,0.635241,-0.381145,5.13863e-18,0.955212,-0.573127,-7.80086e-16,0.581594,-0.348957,8.10103e-15,0.0871025,0.0980143,0.163357,0.0334324,-0.00993779,-0.016563,0.110065,
5.41,-11.5255,-19.2091,116.761,-1.88587,-3.14312,-1.8589,0.146275,0.243792,-9.56678,0.667551,0.638459,-0.383075,2.75331e-18,0.960969,-0.576581,-6.90765e-16,0.575689,-0.345414,8.93208e-15,0.0857677,0.098129,0.163548,0.0354026,-0.0103638,-0.0172729,0.108522,
5.42,-11.5443,-19.2405,116.742,-1.88441,-3.14069,-1.95456,0.145819,0.243031,-9.56624,0.663343,0.641675,-0.385005,1.45222e-18,0.966663,-0.579998,-6.06146e-16,0.569398,-0.341639,8.46192e-15,0.0843352,0.0982533,0.163755,0.0373818,-0.0107621,-0.0179369,0.106862,
5.43,-11.5631,-19.2719,116.721,-1.88296,-3.13827,-2.05022,0.145427,0.242378,-9.5659,0.65909,0.64489,-0.386934,1.51156e-19,0.97229,-0.583374,-5.18941e-16,0.562709,-0.337625,8.72043e-15,0.0828041,0.0983869,0.163978,0.0393708,-0.0111309,-0.0185515,0.105082,
5.44,-11.5819,-19.3032,116.7,-1.88151,-3.13585,-2.14588,0.145103,0.241839,-9.56573,0.654791,0.648101,-0.388861,-9.33049e-19,0.977846,-0.586708,-4.31581e-16,0.555613,-0.333368,8.73604e-15,0.0811737,0.0985299,0.164217,0.04137,-0.0114678,-0.0191131,0.103181,
5.45,-11.6007,-19.3346,116.677,-1.88006,-3.13343,-2.24154,0.144852,0.24142,-9.56576,0.650447,0.65131,-0.390786,-1.8004e-18,0.983327,-0.589996,-3.85351e-16,0.548097,-0.328858,4.623e-15,0.0794434,0.0986822,0.16447,0.04338,-0.0117709,-0.0196182,0.101157,
5.46,-11.6195,-19.3659,116.654,-1.87861,-3.13102,-2.33719,0.144676,0.241127,-9.56597,0.646057,0.654515,-0.392709,-2.01721e-18,0.988729,-0.593237,-2.75292e-16,0.540152,-0.324091,1.10059e-14,0.0776127,0.0988437,0.164739,0.0454014,-0.0120378,-0.020063,0.0990064,
5.47,-11.6383,-19.3972,116.63,-1.87717,-3.12861,-2.43286,0.14458,0.240966,-9.56638,0.641622,0.657715,-0.394629,-2.23401e-18,0.994046,-0.596428,-1.93011e-16,0.531765,-0.319059,8.2281e-15,0.0756811,0.0990142,0.165024,0.0474347,-0.0122663,-0.0204439,0.0967281,
5.48,-11.6571,-19.4284,116.604,-1.87572,-3.1262,-2.52853,0.144566,0.240943,-9.56698,0.637142,0.66091,-0.396546,-2.66766e-18,0.999275,-0.599565,-1.05543e-16,0.522925,-0.313755,8.74687e-15,0.0736483,0.0991938,0.165323,0.0494805,-0.0124542,-0.020757,0.0943198,
5.49,-11.6758,-19.4597,116.578,-1.87427,-3.12379,-2.62421,0.144639,0.241065,-9.56779,0.632617,0.664098,-0.398459,-2.23393e-18,1.00441,-0.602647,-2.08671e-17,0.513621,-0.308172,8.46756e-15,0.0715141,0.0993823,0.165637,0.0515392,-0.0125991,-0.0209984,0.0917795,
5.5,-11.6945,-19.4909,116.551,-1.87283,-3.12138,-2.71989,0.144802,0.241336,-9.56879,0.628048,0.667279,-0.400368,-2.23389e-18,1.00945,-0.60567,3.04848e-17,0.503841,-0.302305,5.1352e-15,0.0692783,0.0995796,0.165966,0.0536116,-0.0126986,-0.0211643,0.0891054,
5.51,-11.7132,-19.5221,116.523,-1.87138,-3.11896,-2.81559,0.145059,0.241765,-9.56999,0.623434,0.670453,-0.402272,-2.23385e-18,1.01439,-0.608631,8.07857e-17,0.493574,-0.296144,5.03009e-15,0.0669408,0.0997857,0.166309,0.055698,-0.0127504,-0.0212506,0.0862955,
5.52,-11.7319,-19.5532,116.494,-1.86992,-3.11654,-2.91131,0.145414,0.242357,-9.5714,0.618776,0.673618,-0.404171,-2.23381e-18,1.01921,-0.611528,1.46342e-16,0.482807,-0.289684,6.55564e-15,0.0645019,0.1,0.166667,0.057799,-0.012752,-0.0212533,0.0833481,
5.53,-11.7506,-19.5844,116.464,-1.86846,-3.11411,-3.00704,0.145871,0.243118,-9.57302,0.614075,0.676774,-0.406065,-1.36641e-18,1.02393,-0.614357,2.11538e-16,0.471531,-0.282918,6.51963e-15,0.0619616,0.100224,0.167039,0.0599151,-0.012701,-0.0211683,0.0802615,
5.54,-11.7693,-19.6155,116.433,-1.867,-3.11167,-3.10279,0.146434,0.244057,-9.57485,0.609331,0.67992,-0.407952,-9.32704e-19,1.02853,-0.617116,3.01008e-16,0.459732,-0.275839,8.94694e-15,0.0593202,0.100455,0.167425,0.0620468,-0.0125949,-0.0209914,0.0770341,
5.55,-11.788,-19.6466,116.401,-1.86553,-3.10921,-3.19856,0.147107,0.245178,-9.57688,0.604544,0.683055,-0.409833,8.02036e-19,1.033,-0.6198,3.67908e-16,0.4474,-0.26844,6.69001e-15,0.0565782,0.100695,0.167825,0.0641947,-0.0124312,-0.0207186,0.0736644,
5.56,-11.8066,-19.6777,116.368,-1.86405,-3.10675,-3.29435,0.147893,0.246489,-9.57913,0.599714,0.686178,-0.411707,2.10306e-18,1.03735,-0.622407,4.58734e-16,0.434524,-0.260715,9.08259e-15,0.0537361,0.100943,0.168239,0.0663593,-0.0122074,-0.0203456,0.0701511,
5.57,-11.8252,-19.7087,116.334,-1.86256,-3.10427,-3.39016,0.148798,0.247996,-9.58159,0.594843,0.689288,-0.413573,2.97039e-18,1.04156,-0.624934,5.30113e-16,0.421093,-0.252656,7.13789e-15,0.0507945,0.1012,0.168666,0.068541,-0.0119209,-0.0198682,0.0664929,
5.58,-11.8438,-19.7397,116.299,-1.86106,-3.10177,-3.48601,0.149824,0.249707,-9.58427,0.589931,0.692386,-0.415431,4.27137e-18,1.04563,-0.627377,5.93324e-16,0.407095,-0.244257,6.32114e-15,0.0477541,0.101464,0.169106,0.0707403,-0.0115693,-0.0192822,0.0626887,
5.59,-11.8624,-19.7707,116.263,-1.85955,-3.09926,-3.58188,0.150977,0.251628,-9.58716,0.584979,0.695468,-0.417281,6.00602e-18,1.04955,-0.629732,6.86881e-16,0.392522,-0.235513,9.35564e-15,0.0446159,0.101736,0.16956,0.0729578,-0.01115,-0.0185834,0.0587374,
5.6,-11.881,-19.8017,116.226,-1.85803,-3.09672,-3.67778,0.152259,0.253765,-9.59026,0.579987,0.698536,-0.419122,7.74063e-18,1.05333,-0.631996,7.55091e-16,0.377361,-0.226417,6.82107e-15,0.0413808,0.102016,0.170026,0.0751938,-0.0106604,-0.0177674,0.0546383,
5.61,-11.8996,-19.8326,116.189,-1.85649,-3.09416,-3.77372,0.153675,0.256126,-9.59358,0.574955,0.701588,-0.420953,9.90889e-18,1.05694,-0.634165,8.32656e-16,0.361604,-0.216963,7.75646e-15,0.0380498,0.102303,0.170506,0.0774489,-0.0100981,-0.0168302,0.0503907,
5.62,-11.9181,-19.8635,116.15,-1.85494,-3.09157,-3.86969,0.15523,0.258717,-9.59712,0.569885,0.704623,-0.422774,1.20771e-17,1.06039,-0.636237,9.21307e-16,0.345242,-0.207145,8.86513e-15,0.0346243,0.102598,0.170997,0.0797236,-0.00946045,-0.0157674,0.0459941,
5.63,-11.9367,-19.8944,116.11,-1.85337,-3.08895,-3.9657,0.156926,0.261544,-9.60087,0.564778,0.70764,-0.424584,1.42453e-17,1.06368,-0.638207,9.77848e-16,0.328265,-0.196959,5.65412e-15,0.0311056,0.102901,0.171501,0.0820183,-0.00874499,-0.014575,0.041448,
5.64,-11.9552,-19.9253,116.07,-1.85178,-3.08631,-4.06174,0.158769,0.264615,-9.60484,0.559633,0.710639,-0.426383,1.64134e-17,1.06678,-0.640071,1.03577e-15,0.310665,-0.186399,5.79177e-15,0.027495,0.103211,0.172018,0.0843334,-0.00794924,-0.0132487,0.0367524,
5.65,-11.9737,-19.9561,116.028,-1.85018,-3.08363,-4.15783,0.160761,0.267935,-9.60902,0.554453,0.713618,-0.428171,1.90152e-17,1.06971,-0.641825,1.10547e-15,0.292434,-0.17546,6.97022e-15,0.0237943,0.103527,0.172546,0.0866695,-0.00707074,-0.0117846,0.0319073,
5.66,-11.9922,-19.9869,115.985,-1.84855,-3.08091,-4.25397,0.162907,0.271511,-9.61342,0.549238,0.716577,-0.429946,2.16169e-17,1.07244,-0.643467,1.19008e-15,0.273565,-0.164139,8.46069e-15,0.020005,0.103851,0.173085,0.0890268,-0.00610708,-0.0101785,0.0269129,
5.67,-12.0106,-20.0177,115.942,-1.8469,-3.07816,-4.35015,0.16521,0.27535,-9.61802,0.54399,0.719515,-0.431709,2.50859e-17,1.07498,-0.644991,1.25775e-15,0.254051,-0.152431,6.76764e-15,0.016129,0.104182,0.173636,0.091406,-0.00505587,-0.00842645,0.0217696,
5.68,-12.0291,-20.0485,115.897,-1.84522,-3.07537,-4.44638,0.167674,0.279457,-9.62284,0.538708,0.722431,-0.433459,2.81212e-17,1.07732,-0.646394,1.31874e-15,0.233887,-0.140332,6.09842e-15,0.0121682,0.104519,0.174199,0.0938074,-0.0039148,-0.00652467,0.0164781,
5.69,-12.0475,-20.0792,115.852,-1.84352,-3.07253,-4.54266,0.170303,0.283838,-9.62787,0.533394,0.725325,-0.435195,3.20237e-17,1.07945,-0.647673,1.38643e-15,0.213068,-0.127841,6.7694e-15,0.00812465,0.104863,0.174772,0.0962314,-0.00268159,-0.00446932,0.0110392,
5.7,-12.0659,-20.1099,115.806,-1.84179,-3.06964,-4.63899,0.1731,0.2885,-9.6331,0.52805,0.728194,-0.436917,3.54926e-17,1.08137,-0.648822,1.43475e-15,0.191589,-0.114954,4.83167e-15,0.00400056,0.105214,0.175357,0.0986784,-0.00135403,-0.00225672,0.00545402,
5.71,-12.0843,-20.1406,115.758,-1.84002,-3.06671,-4.73537,0.176068,0.293447,-9.63853,0.522677,0.731039,-0.438624,3.85276e-17,1.08306,-0.649839,1.46501e-15,0.169447,-0.101668,3.02659e-15,0.000201801,0.105571,0.175951,0.101149,7.00124e-05,0.000116687,-0.000276054,
5.72,-12.1027,-20.1712,115.71,-1.83823,-3.06372,-4.83181,0.179211,0.298685,-9.64416,0.517275,0.733859,-0.440315,4.19963e-17,1.08453,-0.650719,1.50438e-15,0.146639,-0.0879837,3.93671e-15,0.00448005,0.105934,0.176556,0.103643,0.00159261,0.00265435,-0.00614948,
5.73,-12.1211,-20.2018,115.661,-1.83641,-3.06068,-4.92831,0.182531,0.304219,-9.64999,0.511846,0.736652,-0.441991,4.54649e-17,1.08576,-0.651458,1.54458e-15,0.123165,-0.0738988,4.02049e-15,0.00883166,0.106303,0.177172,0.106162,0.00321573,0.00535955,-0.0121644,
5.74,-12.1394,-20.2324,115.61,-1.83455,-3.05758,-5.02487,0.186032,0.310054,-9.65601,0.506392,0.739419,-0.443651,4.93671e-17,1.08675,-0.652052,1.59198e-15,0.0990222,-0.0594133,4.7396e-15,0.013254,0.106678,0.177797,0.108705,0.00494126,0.00823543,-0.0183189,
5.75,-12.1578,-20.2629,115.559,-1.83265,-3.05442,-5.1215,0.189716,0.316194,-9.66221,0.500914,0.742157,-0.445294,5.32692e-17,1.08749,-0.652497,1.62879e-15,0.0742125,-0.0445275,3.68047e-15,0.0177443,0.107059,0.178432,0.111274,0.00677098,0.011285,-0.0246104,
5.76,-12.1761,-20.2934,115.507,-1.83071,-3.05119,-5.21818,0.193587,0.322644,-9.6686,0.495414,0.744867,-0.44692,5.7605e-17,1.08798,-0.652789,1.68692e-15,0.0487372,-0.0292423,5.81344e-15,0.0222998,0.107445,0.179076,0.113867,0.00870657,0.0145109,-0.0310364,
5.77,-12.1943,-20.3239,115.454,-1.82874,-3.0479,-5.31493,0.197645,0.329408,-9.67516,0.489892,0.747548,-0.448529,6.06396e-17,1.08821,-0.652925,1.71538e-15,0.022599,-0.0135594,2.8459e-15,0.0269175,0.107837,0.179729,0.116487,0.0107496,0.017916,-0.0375942,
5.78,-12.2126,-20.3544,115.4,-1.82672,-3.04453,-5.41175,0.201894,0.336489,-9.6819,0.48435,0.750198,-0.450119,6.32405e-17,1.08817,-0.6529,1.75129e-15,-0.00419838,0.00251903,3.59126e-15,0.0315942,0.108235,0.180391,0.119133,0.0129015,0.0215025,-0.0442804,
5.79,-12.2309,-20.3848,115.345,-1.82465,-3.04109,-5.50864,0.206334,0.343891,-9.6888,0.478791,0.752818,-0.451691,6.62749e-17,1.08785,-0.65271,1.78529e-15,-0.0316499,0.0189899,3.39973e-15,0.0363269,0.108637,0.181062,0.121805,0.0151635,0.0252726,-0.0510918,
5.8,-12.2491,-20.4151,115.289,-1.82255,-3.03758,-5.6056,0.210969,0.351616,-9.69585,0.473216,0.755405,-0.453243,6.97431e-17,1.08725,-0.652351,1.82032e-15,-0.0597493,0.0358496,3.50313e-15,0.0411122,0.109045,0.181741,0.124504,0.017537,0.0292283,-0.0580246,
5.81,-12.2673,-20.4455,115.232,-1.82039,-3.03398,-5.70263,0.2158,0.359666,-9.70306,0.467626,0.757961,-0.454776,7.27774e-17,1.08637,-0.65182,1.889e-15,-0.0884893,0.0530936,6.86779e-15,0.0459467,0.109457,0.182429,0.12723,0.0200227,0.0333712,-0.065075,
5.82,-12.2855,-20.4758,115.174,-1.81818,-3.0303,-5.79973,0.220827,0.368045,-9.71041,0.462023,0.760483,-0.45629,7.49444e-17,1.08519,-0.651113,1.93268e-15,-0.117861,0.0707166,4.36842e-15,0.0508271,0.109874,0.183124,0.129984,0.0226218,0.037703,-0.0722387,
5.83,-12.3036,-20.506,115.115,-1.81592,-3.02653,-5.89691,0.226051,0.376752,-9.71789,0.45641,0.762971,-0.457783,7.79786e-17,1.08371,-0.650226,1.97497e-15,-0.147855,0.0887129,4.22877e-15,0.0557496,0.110296,0.183827,0.132765,0.0253348,0.0422246,-0.0795112,
5.84,-12.3218,-20.5363,115.055,-1.8136,-3.02267,-5.99417,0.231474,0.385791,-9.7255,0.450788,0.765425,-0.459255,8.05792e-17,1.08193,-0.649155,1.98776e-15,-0.178459,0.107076,1.27889e-15,0.0607106,0.110722,0.184537,0.135575,0.0281623,0.0469372,-0.0868878,
5.85,-12.3399,-20.5665,114.994,-1.81123,-3.01872,-6.0915,0.237096,0.39516,-9.73323,0.445158,0.767844,-0.460706,8.31797e-17,1.07983,-0.647897,2.01997e-15,-0.209662,0.125797,3.22152e-15,0.0657064,0.111153,0.185255,0.138414,0.0311047,0.0518412,-0.0943635,
5.86,-12.358,-20.5966,114.932,-1.8088,-3.01467,-6.18891,0.242916,0.40486,-9.74107,0.439524,0.770227,-0.462136,8.53464e-17,1.07741,-0.646449,2.02651e-15,-0.241449,0.14487,6.5349e-16,0.070733,0.111587,0.185979,0.141281,0.0341623,0.0569371,-0.101933,
5.87,-12.376,-20.6267,114.869,-1.80631,-3.01052,-6.2864,0.248935,0.414892,-9.74901,0.433887,0.772573,-0.463544,8.79468e-17,1.07468,-0.644806,2.05108e-15,-0.273806,0.164284,2.45747e-15,0.0757866,0.112026,0.18671,0.144177,0.0373349,0.0622249,-0.109591,
5.88,-12.3941,-20.6568,114.805,-1.80376,-3.00627,-6.38397,0.255152,0.425253,-9.75703,0.428249,0.774883,-0.46493,9.22819e-17,1.07161,-0.642966,2.10549e-15,-0.306717,0.18403,5.4407e-15,0.0808632,0.112469,0.187448,0.147103,0.0406226,0.0677043,-0.117331,
5.89,-12.4121,-20.6868,114.74,-1.80115,-3.00191,-6.48162,0.261566,0.435943,-9.76513,0.422612,0.777155,-0.466293,9.6617e-17,1.06821,-0.640925,2.14948e-15,-0.340163,0.204098,4.39878e-15,0.0859585,0.112915,0.188191,0.150058,0.0440248,0.0733747,-0.125148,
5.9,-12.4301,-20.7168,114.675,-1.79847,-2.99744,-6.57936,0.268176,0.446959,-9.7733,0.416978,0.779389,-0.467634,1.00085e-16,1.06447,-0.63868,2.19068e-15,-0.374126,0.224476,4.12035e-15,0.0910685,0.113364,0.18894,0.153043,0.0475411,0.0792352,-0.133035,
5.91,-12.448,-20.7467,114.608,-1.79572,-2.99286,-6.67717,0.27498,0.4583,-9.78153,0.411351,0.781585,-0.468951,1.03118e-16,1.06038,-0.636228,2.22563e-15,-0.408586,0.245152,3.49502e-15,0.0961888,0.113817,0.189695,0.156059,0.0511708,0.0852846,-0.140986,
5.92,-12.4659,-20.7766,114.54,-1.7929,-2.98816,-6.77507,0.281977,0.469962,-9.7898,0.405731,0.783742,-0.470245,1.06152e-16,1.05595,-0.633567,2.27653e-15,-0.443523,0.266114,5.09027e-15,0.101315,0.114273,0.190456,0.159105,0.0549128,0.0915213,-0.148995,
5.93,-12.4838,-20.8064,114.471,-1.79,-2.98334,-6.87305,0.289164,0.481941,-9.7981,0.400121,0.78586,-0.471516,1.0962e-16,1.05116,-0.630694,2.33575e-15,-0.478913,0.287348,5.92192e-15,0.106443,0.114733,0.191221,0.162182,0.058766,0.0979433,-0.157053,
5.94,-12.5017,-20.8362,114.402,-1.78704,-2.9784,-6.97111,0.29654,0.494233,-9.80642,0.394524,0.787938,-0.472763,1.13087e-16,1.04601,-0.627605,2.3797e-15,-0.514735,0.308841,4.39418e-15,0.111569,0.115195,0.191991,0.16529,0.0627291,0.104548,-0.165155,
5.95,-12.5196,-20.8659,114.331,-1.784,-2.97333,-7.06926,0.3041,0.506834,-9.81476,0.388942,0.789976,-0.473986,1.16554e-16,1.0405,-0.6243,2.42779e-15,-0.550962,0.330577,4.80963e-15,0.116686,0.11566,0.192766,0.168429,0.0668004,0.111334,-0.173293,
5.96,-12.5374,-20.8956,114.259,-1.78088,-2.96813,-7.16749,0.311842,0.519737,-9.82308,0.383377,0.791974,-0.475184,1.20455e-16,1.03462,-0.620774,2.48559e-15,-0.58757,0.352542,5.78012e-15,0.121793,0.116127,0.193545,0.1716,0.0709782,0.118297,-0.181459,
5.97,-12.5551,-20.9252,114.187,-1.77768,-2.9628,-7.26581,0.319763,0.532938,-9.83139,0.377832,0.793931,-0.476358,1.2479e-16,1.02838,-0.617027,2.53644e-15,-0.624533,0.37472,5.08507e-15,0.126882,0.116597,0.194328,0.174802,0.0752605,0.125434,-0.189646,
5.98,-12.5729,-20.9548,114.113,-1.7744,-2.95734,-7.3642,0.327857,0.546428,-9.83967,0.372309,0.795847,-0.477508,1.28257e-16,1.02176,-0.613056,2.58035e-15,-0.661822,0.397093,4.39016e-15,0.131951,0.117069,0.195115,0.178036,0.0796451,0.132742,-0.197847,
5.99,-12.5906,-20.9843,114.038,-1.77104,-2.95174,-7.46268,0.336122,0.560203,-9.8479,0.366811,0.797722,-0.478633,1.31725e-16,1.01477,-0.60886,2.62146e-15,-0.699411,0.419647,4.11173e-15,0.136994,0.117543,0.195906,0.181303,0.0841295,0.140216,-0.206053,
6,-12.6083,-21.0138,113.963,-1.7676,-2.94599,-7.56124,0.344551,0.574252,-9.85607,0.36134,0.799556,-0.479733,1.36493e-16,1.00739,-0.604436,2.67229e-15,-0.73727,0.442362,5.08235e-15,0.142006,0.11802,0.196699,0.184602,0.0887111,0.147852,-0.214256,
6.01,-12.6259,-21.0432,113.886,-1.76406,-2.94011,-7.65988,0.353141,0.588569,-9.86418,0.355899,0.801348,-0.480809,1.3996e-16,0.99964,-0.599784,2.71894e-15,-0.775369,0.465221,4.665e-15,0.146983,0.118498,0.197496,0.187933,0.0933871,0.155645,-0.222449,
6.02,-12.6435,-21.0725,113.809,-1.76045,-2.93408,-7.75861,0.361886,0.603144,-9.87219,0.35049,0.803099,-0.481859,1.43427e-16,0.991503,-0.594902,2.74476e-15,-0.813678,0.488207,2.5824e-15,0.151919,0.118977,0.198296,0.191297,0.0981544,0.163591,-0.230623,
6.03,-12.6611,-21.1018,113.73,-1.75674,-2.9279,-7.85741,0.37078,0.617967,-9.88011,0.345116,0.804809,-0.482885,1.46894e-16,0.982981,-0.589789,2.7678e-15,-0.852165,0.511299,2.30433e-15,0.156811,0.119459,0.199098,0.194694,0.10301,0.171683,-0.238769,
6.04,-12.6786,-21.131,113.65,-1.75294,-2.92157,-7.95629,0.379818,0.63303,-9.88791,0.33978,0.806476,-0.483886,1.50361e-16,0.974073,-0.584444,2.79223e-15,-0.8908,0.53448,2.44265e-15,0.161653,0.119941,0.199902,0.198124,0.10795,0.179916,-0.246881,
6.05,-12.6961,-21.1602,113.57,-1.74905,-2.91508,-8.05524,0.388992,0.64832,-9.89558,0.334484,0.808103,-0.484862,1.53828e-16,0.964778,-0.578867,2.81943e-15,-0.92955,0.55773,2.71971e-15,0.166441,0.120425,0.200708,0.201588,0.11297,0.188284,-0.254949,
6.06,-12.7136,-21.1893,113.488,-1.74507,-2.90845,-8.15427,0.398296,0.663827,-9.90312,0.32923,0.809687,-0.485812,1.57729e-16,0.955094,-0.573056,2.83829e-15,-0.968381,0.581029,1.8865e-15,0.171169,0.12091,0.201516,0.205084,0.118068,0.19678,-0.262964,
6.07,-12.731,-21.2183,113.406,-1.74099,-2.90165,-8.25338,0.407723,0.679539,-9.91049,0.324022,0.811231,-0.486738,1.6163e-16,0.945021,-0.567013,2.86132e-15,-1.00726,0.604357,2.30246e-15,0.175833,0.121395,0.202326,0.208615,0.123239,0.205398,-0.270919,
6.08,-12.7483,-21.2472,113.322,-1.73682,-2.8947,-8.35256,0.417266,0.695443,-9.91769,0.318862,0.812733,-0.48764,1.6553e-16,0.93456,-0.560736,2.87323e-15,-1.04616,0.627695,1.19177e-15,0.180427,0.121882,0.203136,0.212179,0.128478,0.214129,-0.278806,
6.09,-12.7657,-21.2761,113.238,-1.73255,-2.88758,-8.4518,0.426916,0.711527,-9.92471,0.313752,0.814194,-0.488516,1.68564e-16,0.923709,-0.554226,2.89903e-15,-1.08504,0.651022,2.57931e-15,0.184948,0.122369,0.203948,0.215776,0.133781,0.222968,-0.286614,
6.1,-12.7829,-21.3049,113.152,-1.72818,-2.8803,-8.55112,0.436667,0.727778,-9.93153,0.308696,0.815614,-0.489368,1.72031e-16,0.912471,-0.547482,2.92343e-15,-1.12386,0.674317,2.44002e-15,0.189389,0.122857,0.204761,0.219408,0.139144,0.231906,-0.294337,
6.11,-12.8002,-21.3336,113.066,-1.72372,-2.87286,-8.6505,0.446509,0.744181,-9.93814,0.303695,0.816993,-0.490196,1.75064e-16,0.900845,-0.540507,2.93811e-15,-1.1626,0.697561,1.46809e-15,0.193747,0.123344,0.205574,0.223074,0.144561,0.240935,-0.301966,
6.12,-12.8174,-21.3623,112.978,-1.71915,-2.86525,-8.74994,0.456434,0.760723,-9.94452,0.298753,0.818332,-0.490999,1.78098e-16,0.888832,-0.533299,2.96528e-15,-1.20122,0.720731,2.7168e-15,0.198016,0.123833,0.206388,0.226773,0.150028,0.250046,-0.309492,
6.13,-12.8345,-21.3909,112.89,-1.71449,-2.85748,-8.84945,0.466432,0.777387,-9.95065,0.293872,0.81963,-0.491778,1.81565e-16,0.876436,-0.525861,3.00909e-15,-1.23968,0.743808,4.38159e-15,0.202192,0.124321,0.207201,0.230507,0.155539,0.259231,-0.316908,
6.14,-12.8516,-21.4194,112.8,-1.70972,-2.84954,-8.94902,0.476495,0.794159,-9.95653,0.289055,0.820889,-0.492533,1.85899e-16,0.863656,-0.518194,3.04874e-15,-1.27795,0.76677,3.96438e-15,0.20627,0.124809,0.208015,0.234276,0.161088,0.268481,-0.324204,
6.15,-12.8687,-21.4478,112.71,-1.70486,-2.84143,-9.04864,0.486614,0.811023,-9.96214,0.284304,0.822108,-0.493265,1.89366e-16,0.850496,-0.510298,3.06894e-15,-1.31599,0.789596,2.02069e-15,0.210244,0.125297,0.208828,0.238078,0.166671,0.277786,-0.331373,
6.16,-12.8857,-21.4761,112.618,-1.69989,-2.83315,-9.14831,0.496777,0.827962,-9.96747,0.279622,0.823288,-0.493973,1.93267e-16,0.836958,-0.502175,3.08359e-15,-1.35377,0.812264,1.46518e-15,0.214112,0.125784,0.209641,0.241916,0.172282,0.287136,-0.338407,
6.17,-12.9026,-21.5044,112.526,-1.69482,-2.8247,-9.24804,0.506975,0.844959,-9.9725,0.275011,0.824429,-0.494657,1.97602e-16,0.823046,-0.493828,3.10102e-15,-1.39126,0.834755,1.74244e-15,0.217866,0.126272,0.210453,0.245787,0.177914,0.296523,-0.345297,
6.18,-12.9195,-21.5325,112.432,-1.68965,-2.81608,-9.34781,0.517198,0.861997,-9.97722,0.270474,0.825532,-0.495319,2.0237e-16,0.808762,-0.485257,3.13093e-15,-1.42841,0.857045,2.99109e-15,0.221504,0.126758,0.211264,0.249693,0.183561,0.305935,-0.352035,
6.19,-12.9364,-21.5606,112.338,-1.68437,-2.80729,-9.44763,0.527435,0.879059,-9.98162,0.266013,0.826597,-0.495958,2.05837e-16,0.79411,-0.476466,3.1539e-15,-1.46519,0.879115,2.29661e-15,0.225021,0.127244,0.212074,0.253634,0.189217,0.315362,-0.358614,
6.2,-12.9531,-21.5886,112.242,-1.679,-2.79833,-9.54748,0.537675,0.896125,-9.98568,0.261631,0.827625,-0.496575,2.09522e-16,0.779094,-0.467457,3.17825e-15,-1.50157,0.900941,2.43492e-15,0.228411,0.127729,0.212882,0.257609,0.194876,0.324793,-0.365025,
